Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS/48,WS,OBPM,DBPM,BPM,VORP
21,Omer Asik,C,30,NOP,31,482,9.8,0.517,0,0.6,10.4,25.3,17.8,4.2,0.5,1.7,14.6,8.8,0.4,0.6,0.1,1.004166667,-4.3,1.2,-3.1,-0.1
59,Anthony Brown,SF,24,NOP,9,143,5.9,0.415,0.585,0,4.4,14.8,9.6,5.9,1.7,0.6,10.9,14.2,-0.2,0.2,-0.007,-0.020854167,-4.3,0,-4.3,-0.1
75,Omri Casspi,SF,28,NOP,1,24,10,0.667,0.444,0,4.4,4.4,4.4,0,0,0,18.2,20.3,0,0,0.015,0.0075,-2.5,-5.6,-8.1,0
89,Quinn Cook,PG,23,NOP,9,111,15.3,0.614,0.293,0.073,0.9,2.9,1.9,20.7,1.3,0,10.6,18.9,0.2,0.1,0.11,0.254375,0,-4,-4,-0.1
90,DeMarcus Cousins,C,26,NOP,17,574,23.2,0.564,0.306,0.385,6.8,32.2,19.4,20.6,2.1,2.7,14.4,33.1,0.5,1.1,0.136,1.626333333,2,2.8,4.8,1
94,Jordan Crawford,SG,28,NOP,19,442,17.6,0.582,0.436,0.119,0.9,7.2,4.1,22.7,1.2,0.4,9.8,25.5,0.6,0.3,0.102,0.93925,2.6,-3,-0.4,0.2
96,Dante Cunningham,SF,29,NOP,66,1649,10.2,0.586,0.504,0.075,3.6,14.2,8.9,3.2,1.2,1.4,7,10.7,1.4,1.6,0.088,3.023166667,-1.3,0.8,-0.5,0.6
100,Anthony Davis,C,23,NOP,75,2708,27.5,0.58,0.088,0.424,6.7,27.9,17.2,11.1,1.7,5.1,9.1,32.6,5.9,5.1,0.195,11.00125,1.4,2.3,3.7,3.9
109,Cheick Diallo,PF,20,NOP,17,199,16.8,0.51,0,0.276,12.1,26.7,19.4,3.2,1,2.9,7.6,20.5,0.2,0.3,0.111,0.4601875,-4.6,-1,-5.6,-0.2
127,Tyreke Evans,SF,27,NOP,26,474,15.8,0.491,0.308,0.256,1.3,17.9,9.6,31.3,2.4,0.7,13.4,27.2,-0.1,0.7,0.053,0.523375,-0.6,0.5,0,0.2
140,Tim Frazier,PG,26,NOP,65,1525,12.4,0.504,0.317,0.319,2.3,9.7,6,31.4,1.8,0.3,18,16.3,1,1.4,0.075,2.3828125,-1.5,-0.7,-2.2,-0.1
143,Langston Galloway,PG,25,NOP,55,1120,11.2,0.508,0.608,0.118,1.9,9.6,5.7,8.8,1.7,0.4,5.7,19.5,0.2,1,0.052,1.213333333,-0.3,-1.4,-1.8,0.1
156,Archie Goodwin,SG,22,NOP,3,30,19.7,0.798,0.4,2,0,0,0,4.5,0,2.7,0,13.9,0.2,0,0.291,0.181875,2.2,-3.7,-1.5,0
192,Buddy Hield,SG,23,NOP,57,1161,9.9,0.503,0.512,0.07,1.7,13.4,7.5,10.3,0.8,0.5,9,20.4,-0.4,0.9,0.02,0.48375,-1.9,-1.6,-3.5,-0.4
196,Solomon Hill,SF,25,NOP,80,2374,8,0.527,0.565,0.268,2.3,11.4,6.8,8.1,1.5,1.1,13.3,11.5,0.4,2.3,0.055,2.720208333,-1.8,1.5,-0.3,1
198,Jrue Holiday,PG,26,NOP,67,2190,17.1,0.532,0.315,0.188,2.2,10.6,6.4,35.9,2.2,1.6,16.7,23.5,1.3,2.6,0.084,3.8325,1.2,0.5,1.7,2
216,Jarrett Jack,PG,33,NOP,2,33,7.7,0.773,0.333,0.667,0,0,0,20.3,3,0,43.6,9.2,0,0,0.06,0.04125,-5.3,-4.1,-9.3,-0.1
238,Terrence Jones,PF,25,NOP,51,1264,16.2,0.518,0.153,0.348,5.4,20,12.6,7.5,1.5,3.4,7.8,21.4,0.5,1.8,0.088,2.317333333,-2.6,1.3,-1.3,0.2
309,E'Twaun Moore,SG,27,NOP,73,1820,12.1,0.537,0.336,0.12,1.9,6.9,4.4,13.8,1.3,1.4,8.7,17.4,1.2,1.5,0.07,2.654166667,-0.9,-0.5,-1.3,0.3
313,Donatas Motiejunas,PF,26,NOP,34,479,9.1,0.47,0.341,0.355,5.7,16.6,11.1,9.7,1.8,1.9,16.3,17.6,-0.5,0.6,0.016,0.159666667,-4.2,1.1,-3.1,-0.1
398,Wayne Selden,SG,22,NOP,3,47,10,0.82,0.875,0.5,0,11.3,5.6,3,2.1,0,23.5,12,0,0,0.089,0.087145833,-0.5,-0.7,-1.2,0
413,Lance Stephenson,SG,26,NOP,6,162,10.3,0.496,0.182,0.145,1.9,9.8,5.9,27.7,0.6,0.5,15.8,19,0,0.1,0.027,0.091125,-3,-1.9,-4.8,-0.1
426,Hollis Thompson,SG,25,NOP,9,191,4.7,0.378,0.585,0.22,2.2,13.3,7.7,6.3,1.5,0,4.3,10.9,-0.2,0.2,0.007,0.027854167,-4.3,0.2,-4.1,-0.1
432,Axel Toupane,SF,24,NOP,2,41,8.6,0.688,0.375,0,0,2.6,1.3,0,1.2,2,0,8.6,0.1,0,0.098,0.083708333,-1.9,-0.6,-2.5,0
469,Reggie Williams,SF,30,NOP,6,79,11.7,0.518,0.478,0.304,2.7,5.4,4,7.2,1.9,0,0,14.6,0.1,0.1,0.098,0.161291667,-0.8,-1.6,-2.4,0
17,Carmelo Anthony,SF,32,NYK,74,2538,17.9,0.535,0.303,0.263,2.6,16,9.3,14.5,1.2,1.1,9,29.1,3.2,1.5,0.089,4.705875,1.5,-2.2,-0.7,0.8
24,Ron Baker,SG,23,NYK,52,857,7.5,0.456,0.396,0.198,1.5,10.8,6.2,17.3,2,0.8,19.2,14.8,-0.6,0.5,-0.008,-0.142833333,-3.5,-0.9,-4.4,-0.5
189,Willy Hernangomez,C,22,NYK,72,1324,19,0.564,0.032,0.269,13.8,27.1,20.4,11.5,1.5,2.2,16.1,20.3,1.8,1.6,0.123,3.39275,-0.6,0.6,0,0.7
199,Justin Holiday,SG,27,NYK,82,1639,12.7,0.549,0.507,0.149,1.8,13.1,7.4,9.2,2,1.5,10.3,16.9,1.3,1.2,0.073,2.492645833,-0.3,-0.8,-1.1,0.4
224,Brandon Jennings,PG,27,NYK,58,1428,12.7,0.508,0.466,0.315,1.6,9.9,5.7,28.6,1.9,0.2,17.8,18.1,0.8,0.7,0.052,1.547,-0.3,-2.2,-2.5,-0.2
250,Mindaugas Kuzminskas,SF,27,NYK,68,1016,12.4,0.533,0.455,0.184,5,8.4,6.7,10.3,1.4,0.9,11.3,19.2,0.8,0.4,0.055,1.164166667,-0.2,-2.5,-2.7,-0.2
258,Courtney Lee,SG,31,NYK,77,2459,12.2,0.559,0.382,0.139,2.3,9,5.7,10.6,1.6,0.8,8.5,14.4,3.1,1.1,0.081,4.1495625,0.6,-0.7,-0.1,1.1
322,Maurice Ndour,PF,24,NYK,32,331,11.3,0.503,0.081,0.302,7.1,13.7,10.4,3.5,2.3,2,11,14.3,0.1,0.3,0.059,0.406854167,-3.5,-0.3,-3.8,-0.1
328,Joakim Noah,C,31,NYK,46,1015,15.2,0.491,0.005,0.386,17.1,25.6,21.4,14.1,1.5,3,19.7,12.6,1,1.2,0.106,2.241458333,-0.7,2.8,2.1,1.1
336,Kyle O'Quinn,C,26,NYK,79,1229,20.5,0.552,0.041,0.201,13.7,24.8,19.2,14.8,1.5,6.9,14.5,18.5,2.1,1.8,0.151,3.866229167,-0.1,3.7,3.5,1.7
357,Marshall Plumlee,C,24,NYK,21,170,10.9,0.521,0,0.633,14.5,17.8,16.2,8.1,1.2,1.9,23.8,12.8,0,0.1,0.048,0.17,-2.9,0.1,-2.8,0
363,Kristaps Porzingis,PF,21,NYK,66,2164,17.4,0.546,0.319,0.256,5.5,18.2,11.8,7.3,1.1,4.9,9.7,24.3,2.4,2.1,0.1,4.508333333,0.2,0,0.2,1.2
369,Chasson Randle,PG,23,NYK,18,225,12.3,0.555,0.444,0.431,2.9,10.1,6.5,18,1.3,0.4,15.7,19.6,0.3,0.1,0.075,0.3515625,-0.5,-3,-3.4,-0.1
383,Derrick Rose,PG,28,NYK,64,2082,17,0.53,0.061,0.259,3.4,9.3,6.4,22.8,1.1,0.7,11.9,25.7,2.4,0.6,0.068,2.9495,0.2,-2.2,-1.9,0
425,Lance Thomas,PF,28,NYK,46,968,8.4,0.516,0.348,0.209,3.5,12.3,7.9,5,1.1,0.4,8.6,13.1,0.6,0.4,0.046,0.927666667,-2.1,-1.6,-3.7,-0.4
448,Sasha Vujacic,SG,32,NYK,42,408,8.6,0.423,0.544,0.176,3.2,12.4,7.8,17.9,1.6,0.4,9.8,17.3,-0.1,0.2,0.014,0.119,-2.1,-2.2,-4.3,-0.2
1,Alex Abrines,SG,23,OKC,68,1055,10.1,0.56,0.724,0.144,1.9,7.1,4.5,5.5,1.7,0.6,8.3,15.9,1.2,0.9,0.096,2.11,-0.3,-2.2,-2.5,-0.1
3,Steven Adams,C,23,OKC,80,2389,16.5,0.589,0.002,0.392,13,15.4,14.2,5.4,1.8,2.6,16,16.2,3.3,3.1,0.13,6.470208333,-0.7,1.2,0.6,1.5
81,Semaj Christon,PG,24,OKC,64,973,5.7,0.387,0.283,0.139,2.2,7.8,4.9,18.1,1.4,0.6,15.4,12.2,-0.7,0.8,0.006,0.121625,-5.1,-1.2,-6.3,-1.1
84,Norris Cole,PG,28,OKC,13,125,5.4,0.381,0.25,0.192,0,9.8,4.9,16.3,3.1,0,11,21.5,-0.2,0.2,-0.033,-0.0859375,-6.5,-1.7,-8.2,-0.2
86,Nick Collison,PF,36,OKC,20,128,12.9,0.622,0.043,0.348,7.8,19.1,13.4,13.2,0.8,1.2,13.1,10.1,0.3,0.1,0.145,0.386666667,-1.8,0,-1.8,0
153,Taj Gibson,PF,31,OKC,23,487,13.8,0.528,0.006,0.218,8.6,14.8,11.7,4.2,1.4,2.5,12.5,19.5,0.2,0.6,0.076,0.771083333,-3.9,-0.7,-4.6,-0.3
161,Jerami Grant,SF,22,OKC,78,1490,10.3,0.566,0.367,0.447,2.8,12,7.4,4.3,1.1,4,9.9,11.8,1.3,1.7,0.098,3.042083333,-2.7,1,-1.7,0.1
207,Josh Huestis,PF,25,OKC,2,31,26.1,0.612,0.364,0.091,14.3,17.9,16.1,15.5,0,7.7,0,15.7,0.1,0,0.265,0.171145833,3.9,1.8,5.7,0.1
212,Ersan Ilyasova,PF,29,OKC,3,62,6.9,0.469,0.75,0,3.6,25,14.3,2.2,2.4,1.3,20,13.7,-0.1,0.1,0.012,0.0155,-5.8,-0.4,-6.3,-0.1
243,Enes Kanter,C,24,OKC,72,1533,23.7,0.599,0.052,0.387,14.1,20.8,17.4,7.9,1,2,12.5,27.3,4,1.8,0.183,5.8445625,0.6,-1.9,-1.2,0.3
254,Joffrey Lauvergne,PF,25,OKC,50,739,12.9,0.531,0.32,0.238,7.6,19.8,13.7,10.3,1.2,0.6,12.9,17.8,0.6,0.8,0.091,1.401020833,-1.9,-1,-2.9,-0.2
292,Doug McDermott,SF,25,OKC,22,430,9.3,0.551,0.468,0.137,1.5,11.1,6.3,4.4,0.2,0.2,4.4,13.6,0.5,0.2,0.08,0.716666667,-2.1,-2.9,-4.9,-0.3
312,Anthony Morrow,SG,31,OKC,40,627,9.2,0.491,0.534,0.117,1.9,3.2,2.6,4.5,1.7,0.3,2.5,16.3,0.4,0.4,0.069,0.9013125,-1.6,-2.9,-4.5,-0.4
339,Victor Oladipo,SG,24,OKC,67,2222,13.6,0.534,0.378,0.165,1.9,12.6,7.2,12.5,1.7,0.8,10.6,21.4,1.7,2.3,0.085,3.934791667,-0.4,-0.9,-1.3,0.4
353,Cameron Payne,PG,22,OKC,20,320,6.1,0.402,0.4,0.031,0.7,10.1,5.4,18.3,1.5,1,10.8,19.6,-0.4,0.3,-0.012,-0.08,-4.7,-2,-6.8,-0.4
377,Andre Roberson,SF,25,OKC,79,2376,9.6,0.51,0.397,0.24,4.6,14.2,9.4,4.6,1.9,2.7,9.1,10.1,1.1,3.1,0.085,4.2075,-2.1,2.1,0,1.2
390,Domantas Sabonis,PF,20,OKC,81,1632,6.9,0.469,0.331,0.139,3.1,16.4,9.8,7.2,1.2,1.6,14,15.4,-1,1.8,0.022,0.748,-4.7,-0.1,-4.8,-1.2
404,Kyle Singler,SF,28,OKC,32,385,5.9,0.486,0.446,0.205,2.3,11.5,6.9,3.2,0.9,1,10.8,11.2,0,0.3,0.034,0.272708333,-4.6,-1.3,-5.9,-0.4
458,Russell Westbrook,PG,28,OKC,81,2802,30.6,0.554,0.3,0.433,5.4,28.8,17.1,57.3,2.3,0.9,15.9,41.7,8.5,4.6,0.224,13.076,10.9,4.7,15.6,12.4
22,D.J. Augustin,PG,29,ORL,78,1538,11,0.524,0.53,0.311,1,7.4,4.1,20.4,1,0.1,13.3,19.4,0.7,0.5,0.038,1.217583333,-0.9,-3.3,-4.2,-0.9
46,Bismack Biyombo,C,24,ORL,81,1793,12.2,0.546,0,0.69,9.3,25.6,17.2,6,0.7,4.1,17.7,13.2,0.8,2.1,0.077,2.876270833,-4.2,2,-2.2,-0.1
59,Anthony Brown,SF,24,ORL,2,16,18.5,0.5,0.333,0,13.2,35,23.8,23,0,0,10,27.5,0,0,0.076,0.025333333,0.9,-1.8,-0.8,0
138,Evan Fournier,SG,24,ORL,68,2234,13.9,0.555,0.387,0.298,2.1,8.3,5.1,14.8,1.5,0.1,11.8,23.5,1.7,1.1,0.059,2.745958333,0.8,-2.2,-1.3,0.4
144,Patricio Garino,SG,23,ORL,5,43,-9.2,0,0.714,0,2.5,15.6,8.9,0,0,0,30,10.2,-0.2,0,-0.25,-0.223958333,-14.1,-3.3,-17.3,-0.2
151,Marcus Georges-Hunt,SG,22,ORL,5,48,10.2,0.614,0.286,1.429,2.2,18.7,10.2,8.3,1,0,14.9,12.3,0.1,0,0.107,0.107,-3.4,-1.3,-4.7,0
157,Aaron Gordon,SF,21,ORL,80,2298,14.5,0.53,0.309,0.251,5.3,14.1,9.6,10.5,1.4,1.4,8.5,20.1,2,1.7,0.077,3.686375,-0.2,-0.4,-0.7,0.8
167,Jeff Green,PF,30,ORL,69,1534,10.5,0.505,0.346,0.301,2.7,12.8,7.6,8.1,1.2,0.7,10.6,20.3,-0.2,0.9,0.022,0.703083333,-2.8,-1.8,-4.6,-1
190,Mario Hezonja,SF,21,ORL,65,960,7.2,0.45,0.436,0.152,2.2,14.7,8.3,9.6,1.5,1.3,14.1,18.8,-1.4,0.8,-0.033,-0.66,-4.8,-0.9,-5.7,-0.9
210,Serge Ibaka,PF,27,ORL,56,1710,17.5,0.569,0.304,0.129,6.2,18.5,12.2,5.9,1,4.3,8.2,20.8,2.1,1.7,0.108,3.8475,-0.1,0.4,0.3,1
298,Jodie Meeks,SG,29,ORL,36,738,13.1,0.567,0.535,0.289,0.7,10.9,5.7,9.3,2.3,0.4,11.1,19.4,0.5,0.6,0.073,1.122375,-0.4,-1.4,-1.8,0
341,Arinze Onuaku,C,29,ORL,8,28,5.8,0.5,0,0,7.6,16,11.7,9.9,0,2.9,33.3,9.4,0,0,-0.005,-0.002916667,-6.5,0.7,-5.9,0
354,Elfrid Payton,PG,22,ORL,82,2412,17.2,0.52,0.16,0.231,3.9,13.9,8.7,35.7,1.8,1.3,15,21.6,2.4,2,0.088,4.422,0.7,0.2,0.9,1.7
384,Terrence Ross,SF,25,ORL,24,748,11.1,0.536,0.506,0.101,0.6,9.6,5,9,2.3,1.4,11.2,18.5,0,0.6,0.037,0.576583333,-1,-0.2,-1.2,0.1
387,Damjan Rudez,SF,30,ORL,45,314,6.3,0.466,0.727,0,1.7,7.1,4.3,9.2,1.9,0.3,9.3,13.6,-0.1,0.2,0.008,0.052333333,-2.8,-1.9,-4.6,-0.2
447,Nikola Vucevic,C,26,ORL,75,2163,19.1,0.498,0.073,0.155,8.6,31.3,19.6,16.9,1.7,2.8,9.6,24.8,0.8,3.1,0.088,3.9655,-1.4,2.3,0.9,1.6
455,C.J. Watson,PG,32,ORL,62,1012,9.3,0.507,0.423,0.266,1.7,8.1,4.8,16.1,2.1,0.2,14.5,14.1,0.2,0.6,0.041,0.864416667,-2.5,-1.1,-3.6,-0.4
463,C.J. Wilcox,SG,26,ORL,22,108,2.9,0.329,0.484,0.065,3.9,8.3,6.1,15.5,0.9,0.7,15.8,15.4,-0.2,0,-0.09,-0.2025,-6.5,-2.1,-8.6,-0.2
484,Stephen Zimmerman,C,20,ORL,19,108,7.3,0.346,0,0.161,10.8,24.9,17.6,5.3,0.9,3.7,8.3,14.8,-0.1,0.1,-0.005,-0.01125,-7.8,0.4,-7.3,-0.1
13,Justin Anderson,SF,23,PHI,24,518,12.8,0.564,0.444,0.253,6.4,14.1,10.2,10.4,1.2,1.1,12.6,17.2,0.5,0.4,0.084,0.9065,-0.4,-0.6,-1,0.1
33,Jerryd Bayless,PG,28,PHI,3,71,8.7,0.453,0.156,0.313,4.6,14,9.3,29.4,0,0,19.8,27.7,-0.1,0,-0.067,-0.099104167,-5.2,-2.9,-8.2,-0.1
91,Robert Covington,SF,26,PHI,67,2119,13.2,0.534,0.563,0.238,4.8,17.9,11.3,7.5,2.9,2.6,13.9,19.2,0,3.2,0.071,3.134354167,-0.7,2,1.4,1.8
124,Joel Embiid,C,22,PHI,31,786,24.1,0.584,0.228,0.569,8.5,25.6,17,16,1.7,7.7,17.9,36,0.5,1.5,0.117,1.915875,0,3.2,3.1,1
161,Jerami Grant,SF,22,PHI,2,41,3,0.39,0.118,0.471,0,16.2,8.1,0,0,7.7,12.8,24.9,-0.2,0,-0.144,-0.123,-13.7,-2.5,-16.2,-0.1
174,Justin Harper,PF,27,PHI,3,31,4.9,0.5,0.583,0,7.1,10.7,8.9,10.5,0,0,25,22.4,-0.1,0,-0.103,-0.066520833,-5.1,-3.8,-8.9,-0.1
186,Gerald Henderson,SG,29,PHI,72,1667,10.8,0.529,0.313,0.298,2.2,10,6.1,10.5,1.2,0.7,9,17.9,1,1,0.059,2.049020833,-1.8,-1.3,-3.1,-0.5
201,Richaun Holmes,C,23,PHI,57,1193,18.6,0.611,0.187,0.25,8.7,20.1,14.4,8.3,1.7,3.7,10.7,18.6,2.2,1.6,0.151,3.752979167,0.2,1.5,1.7,1.1
212,Ersan Ilyasova,PF,29,PHI,53,1447,15.4,0.553,0.46,0.219,5.4,18.5,12,11.5,1.1,0.8,9.9,23.6,1.4,1.3,0.088,2.652833333,0.9,-1.3,-0.4,0.6
269,Shawn Long,C,24,PHI,18,234,24.1,0.595,0.174,0.321,19.3,20.8,20,10.7,1.9,3.1,9.5,25.4,0.6,0.3,0.195,0.950625,3.4,0,3.4,0.3
276,Timothe Luwawu-Cabarrot,SF,21,PHI,69,1190,8.5,0.536,0.446,0.341,2.3,11.5,6.9,9.6,1.3,0.7,15,17.8,0,0.8,0.034,0.842916667,-2.8,-1.2,-4,-0.6
289,T.J. McConnell,PG,24,PHI,81,2133,13.7,0.504,0.107,0.176,2,11,6.5,37.5,3.1,0.4,22.4,14.4,1.4,2.4,0.084,3.73275,-2,0.1,-1.9,0
329,Nerlens Noel,C,22,PHI,29,564,20.8,0.634,0.006,0.36,9,19.2,14.1,9,3.7,3.7,12.5,17.8,1.1,1,0.184,2.162,0.2,3.7,3.9,0.8
338,Jahlil Okafor,C,21,PHI,50,1134,14.8,0.546,0,0.335,7.8,15.5,11.7,9,0.9,3.4,14.4,24.1,0.1,1.1,0.05,1.18125,-3.4,0.1,-3.3,-0.4
366,Alex Poythress,PF,23,PHI,6,157,13.2,0.548,0.352,0.185,7.7,12.7,10.2,5.1,0.9,1,4.9,16.9,0.2,0.1,0.099,0.3238125,-0.6,-1.9,-2.5,0
369,Chasson Randle,PG,23,PHI,8,74,17.7,0.671,0.577,0.462,0,7.5,3.7,13.2,2,1.1,8.8,20.1,0.2,0.1,0.197,0.303708333,2.6,-2.7,-0.1,0
381,Sergio Rodriguez,PG,30,PHI,68,1518,11.1,0.484,0.47,0.05,1.5,9.9,5.7,35.4,1.6,0.2,18.9,19.3,-0.3,1,0.023,0.727375,-1.6,-2.3,-3.8,-0.7
392,Dario Saric,PF,22,PHI,81,2129,12.8,0.508,0.368,0.237,5.8,20.8,13.3,14.3,1.3,1.1,15.2,24.6,-1.2,2.2,0.023,1.020145833,-2,-0.2,-2.2,-0.1
411,Tiago Splitter,C,32,PHI,8,76,15,0.544,0.194,0.355,11.6,20.3,15.9,8.9,0.6,1,14.3,23.9,0.1,0.1,0.072,0.114,-2.6,-2.5,-5,-0.1
412,Nik Stauskas,SG,23,PHI,80,2188,9,0.54,0.566,0.237,1.1,10.3,5.7,12.9,1,1.2,15.5,16.4,0.1,1.4,0.031,1.413083333,-1.7,-0.7,-2.4,-0.2
426,Hollis Thompson,SG,25,PHI,31,561,9,0.51,0.447,0.126,2.9,13.6,8.2,7,1.2,0.8,5.1,13.7,0.3,0.4,0.06,0.70125,-2.3,-0.8,-3,-0.1
26,Leandro Barbosa,SG,34,PHO,67,963,11.5,0.509,0.25,0.115,1.6,10.3,5.9,13,1.5,0.7,10.4,20,0.3,0.4,0.031,0.6219375,-2,-2.1,-4.1,-0.5
41,Dragan Bender,PF,19,PHO,43,574,5.3,0.44,0.627,0.068,4.2,15.6,9.7,5.5,0.8,3.1,16.2,14.4,-0.7,0.3,-0.029,-0.346791667,-4,-0.3,-4.3,-0.3
49,Eric Bledsoe,PG,27,PHO,66,2176,20.5,0.563,0.3,0.443,2.5,13.8,8,31.1,2,1.2,15.3,28.1,4,1.4,0.118,5.349333333,3.7,-0.4,3.3,2.9
53,Devin Booker,SG,20,PHO,78,2730,14.6,0.531,0.283,0.308,1.8,8.3,5,16.3,1.3,0.6,12.9,28.6,1.3,0.6,0.035,1.990625,0.4,-2.7,-2.3,-0.2
77,Tyson Chandler,C,34,PHO,47,1298,16.6,0.703,0,0.544,12.5,33.2,22.6,3.3,1.2,1.5,18.7,11.2,2.7,1.3,0.151,4.083291667,-0.7,0.3,-0.3,0.5
79,Marquese Chriss,PF,19,PHO,82,1743,12.3,0.529,0.354,0.286,5.8,16.1,10.8,5.2,1.8,3.2,13.2,19.7,0.3,1.5,0.05,1.815625,-1.6,0,-1.6,0.2
116,Jared Dudley,PF,31,PHO,64,1362,10.6,0.579,0.587,0.188,2.4,15.9,9,12.5,1.5,0.9,16.3,13.8,1.1,0.7,0.064,1.816,-0.1,-0.1,-0.3,0.6
120,Jarell Eddie,SF,25,PHO,5,62,9.7,0.523,0.842,0.474,1.7,10.8,6.1,0,0.8,0,4.2,16.2,0.1,0,0.054,0.06975,-1.5,-5.9,-7.3,-0.1
223,John Jenkins,SG,25,PHO,4,13,17.3,0.595,0.4,0.4,0,8.6,4.2,11.5,0,0,0,18.9,0,0,0.167,0.045229167,1.4,-5.5,-4.1,0
