PLAYER_NAME,Overall,3 Pointers,2 Pointers,Less Than 6Ft,Less Than 10Ft,Greater Than 15Ft
Langston Galloway_204038_New York Knicks_1610612752,-0.01,-0.002,-0.017,0.025,-0.014,-0.007
PJ Tucker_200782_Phoenix Suns_1610612756,-0.017,0.014,-0.02,-0.005,-0.008,0.009
Danny Green_201980_San Antonio Spurs_1610612759,-0.004,0.011,-0.018,-0.046,-0.042,0.022
Gorgui Dieng_203476_Minnesota Timberwolves_1610612750,0.032,-0.024,0.033,0.026,0.03,0.001
Derrick Williams_202682_New York Knicks_1610612752,-0.016,-0.031,0.005,0.044,0.07,-0.036
Bobby Portis_1626171_Chicago Bulls_1610612741,-0.045,-0.086,-0.032,0.008,0.002,-0.106
Darrell Arthur_201589_Denver Nuggets_1610612743,-0.026,0.016,-0.044,-0.048,-0.042,-0.015
Jon Leuer_202720_Phoenix Suns_1610612756,0.027,-0.008,0.021,-0.023,-0.008,0.041
Carl Landry_201171_Philadelphia 76ers_1610612755,0.051,0.193,0.013,-0.019,0.0,0.152
Nick Young_201156__1610612747,0.056,0.071,0.051,0.139,0.064,0.066
Lance Stephenson_202362_Memphis Grizzlies_1610612763,0.0,-0.032,0.061,0.101,0.105,-0.021
Taj Gibson_201959_Chicago Bulls_1610612741,-0.017,-0.015,-0.02,-0.067,-0.04,0.006
Aaron Brooks_201166__1610612741,-0.045,-0.045,-0.039,0.065,0.031,-0.052
Nene_2403_Washington Wizards_1610612764,0.015,0.061,-0.005,-0.05,-0.026,0.059
Tyler Johnson_204020_Miami Heat_1610612748,0.007,-0.028,0.014,-0.075,-0.044,-0.007
Matthew Dellavedova_203521_Cleveland Cavaliers_1610612739,-0.008,-0.024,0.004,0.104,0.059,-0.028
Corey Brewer_201147_Houston Rockets_1610612745,0.017,0.001,0.049,0.089,0.058,0.004
Ben McLemore_203463_Sacramento Kings_1610612758,0.013,-0.023,0.052,0.041,0.063,-0.016
E'Twaun Moore_202734_Chicago Bulls_1610612741,0.005,0.086,-0.031,-0.033,-0.006,0.059
DeAndre Jordan_201599_Los Angeles Clippers_1610612746,-0.037,-0.016,-0.049,-0.078,-0.057,-0.016
Jason Smith_201160_Orlando Magic_1610612753,0.027,0.045,0.014,-0.035,-0.028,0.084
Frank Kaminsky_1626163_Charlotte Hornets_1610612766,0.015,0.048,0.003,0.016,0.012,0.025
Lance Thomas_202498_New York Knicks_1610612752,-0.032,-0.035,-0.034,-0.036,-0.061,-0.01
Wesley Johnson_202325_Los Angeles Clippers_1610612746,-0.001,0.009,-0.003,0.028,0.017,-0.012
Joffrey Lauvergne_203530_Denver Nuggets_1610612743,-0.003,-0.134,0.006,-0.026,-0.01,-0.036
Shane Larkin_203499_Brooklyn Nets_1610612751,0.007,0.026,0.005,0.056,0.021,0.005
Josh Smith_2746_Houston Rockets_1610612745,-0.037,0.028,-0.059,-0.054,-0.056,-0.024
Marreese Speights_201578_Golden State Warriors_1610612744,-0.004,-0.012,-0.016,-0.055,-0.016,-0.001
JaMychal Green_203210_Memphis Grizzlies_1610612763,-0.013,0.017,-0.019,-0.036,-0.044,-0.014
Garrett Temple_202066_Washington Wizards_1610612764,0.013,0.072,-0.014,0.009,-0.008,0.039
Brandon Jennings_201943__1610612765,-0.029,0.015,-0.05,0.053,-0.001,-0.045
Ian Mahinmi_101133_Indiana Pacers_1610612754,0.013,0.02,0.001,-0.046,-0.021,0.001
Mason Plumlee_203486_Portland Trail Blazers_1610612757,0.014,-0.068,0.011,-0.062,-0.026,0.026
Jose Calderon_101181_New York Knicks_1610612752,0.031,-0.014,0.048,0.147,0.102,-0.016
Patrick Patterson_202335_Toronto Raptors_1610612761,-0.029,0.004,-0.033,-0.057,-0.043,-0.002
Zaza Pachulia_2585_Dallas Mavericks_1610612742,0.002,-0.066,0.0,-0.019,-0.009,-0.022
PJ Hairston_203798__1610612766,0.029,0.089,0.005,0.003,-0.029,0.09
David Lee_101135_Boston Celtics_1610612742,0.002,0.037,-0.013,-0.029,-0.02,0.018
Luke Babbitt_202337__1610612740,0.034,0.028,0.035,0.072,0.023,0.046
Mike Dunleavy_2399_Chicago Bulls_1610612741,-0.003,-0.049,0.035,0.015,0.0,0.017
Andrea Bargnani_200745_Brooklyn Nets_1610612751,0.098,0.032,0.103,0.135,0.093,0.09
Jared Dudley_201162_Washington Wizards_1610612764,0.005,-0.029,0.006,0.02,-0.008,-0.018
Greivis Vasquez_202349__1610612749,0.05,-0.059,0.135,0.067,0.138,-0.029
Cody Zeller_203469_Charlotte Hornets_1610612766,-0.026,0.037,-0.044,-0.057,-0.067,0.001
Justise Winslow_1626159_Miami Heat_1610612748,-0.014,-0.024,-0.01,0.01,-0.015,-0.007
Randy Foye_200751__1610612743,-0.013,-0.008,-0.016,0.02,0.036,-0.032
Paul Pierce_1718__1610612746,-0.004,-0.016,-0.007,-0.018,-0.02,0.001
Devin Harris_2734_Dallas Mavericks_1610612742,0.025,0.028,0.036,0.132,0.095,0.015
Rudy Gobert_203497_Utah Jazz_1610612762,-0.038,0.031,-0.056,-0.117,-0.084,0.0
David West_2561_San Antonio Spurs_1610612759,0.003,-0.022,-0.001,-0.018,0.002,0.015
TJ McConnell_204456_Philadelphia 76ers_1610612755,0.044,-0.039,0.07,0.109,0.098,0.008
Donald Sloan_202388_Brooklyn Nets_1610612751,0.06,0.03,0.079,0.193,0.119,0.0
Vince Carter_1713_Memphis Grizzlies_1610612763,0.024,0.028,0.055,0.122,0.109,0.032
Kosta Koufos_201585_Sacramento Kings_1610612758,0.014,0.044,-0.005,-0.054,-0.049,0.073
D.J. Augustin_201571__1610612760,0.051,0.004,0.094,0.184,0.15,0.0
Andre Iguodala_2738_Golden State Warriors_1610612744,0.001,-0.01,0.02,0.067,0.0,-0.017
Iman Shumpert_202697__1610612739,0.0,0.037,-0.006,0.014,-0.028,0.028
Andrew Nicholson_203094_Orlando Magic_1610612753,0.002,-0.093,0.015,-0.009,0.011,-0.074
Kris Humphries_2743_Washington Wizards_1610612764,0.021,-0.001,0.019,-0.019,-0.046,0.104
Donatas Motiejunas_202700_Houston Rockets_1610612745,-0.06,-0.045,-0.066,0.026,-0.053,-0.068
Leandro Barbosa_2571_Golden State Warriors_1610612744,0.012,0.017,0.01,0.118,0.096,-0.003
Trey Lyles_1626168_Utah Jazz_1610612762,0.005,-0.029,0.018,0.003,0.01,-0.028
Amir Johnson_101161_Boston Celtics_1610612738,-0.015,0.061,-0.039,-0.09,-0.086,0.066
Alexis Ajinca_201582_New Orleans Pelicans_1610612740,0.008,0.1,-0.016,-0.015,-0.026,0.039
Spencer Hawes_201150_Charlotte Hornets_1610612766,-0.005,-0.008,-0.017,-0.023,-0.03,-0.02
Ty Lawson_201951__1610612745,0.003,-0.075,0.055,0.155,0.116,-0.054
Mario Hezonja_1626209_Orlando Magic_1610612753,0.032,0.021,0.045,0.096,0.062,0.019
Tony Snell_203503_Chicago Bulls_1610612741,-0.036,-0.08,-0.026,-0.048,-0.041,-0.048
Charlie Villanueva_101111_Dallas Mavericks_1610612742,0.0,0.026,0.001,0.04,0.058,-0.023
Steven Adams_203500_Oklahoma City Thunder_1610612760,-0.052,-0.028,-0.065,-0.06,-0.074,-0.04
Maurice Harkless_203090_Portland Trail Blazers_1610612757,-0.012,-0.01,-0.008,-0.01,-0.012,0.0
Josh Richardson_1626196_Miami Heat_1610612748,0.011,0.012,0.004,0.025,0.018,0.019
Willie Cauley-Stein_1626161_Sacramento Kings_1610612758,0.004,0.02,0.006,-0.012,-0.001,0.02
Dante Cunningham_201967_New Orleans Pelicans_1610612740,0.024,-0.008,0.047,0.065,0.051,0.011
Tim Hardaway Jr._203501__1610612737,-0.073,-0.044,-0.086,0.007,-0.022,-0.055
Jason Terry_1891__1610612745,0.063,0.076,0.065,0.214,0.154,0.058
Markel Brown_203900_Brooklyn Nets_1610612751,0.075,0.06,0.087,0.046,0.078,0.065
Raul Neto_203526_Utah Jazz_1610612762,0.035,0.028,0.035,0.03,0.034,0.035
Clint Capela_203991_Houston Rockets_1610612745,-0.018,-0.021,-0.022,-0.047,-0.038,-0.024
Jerian Grant_1626170_New York Knicks_1610612752,0.016,0.014,0.021,0.097,0.077,-0.01
Seth Curry_203552__1610612758,0.051,0.119,0.018,0.043,0.051,0.071
John Henson_203089_Milwaukee Bucks_1610612749,-0.043,0.041,-0.071,-0.136,-0.096,0.002
Tristan Thompson_202684_Cleveland Cavaliers_1610612739,0.004,-0.033,0.005,0.003,-0.015,0.001
Mike Scott_203118_Atlanta Hawks_1610612737,-0.025,-0.044,-0.021,-0.02,-0.036,-0.014
Metta World Peace_1897__1610612747,-0.003,-0.04,0.035,0.021,0.037,-0.02
Boris Diaw_2564_San Antonio Spurs_1610612759,-0.005,-0.01,-0.011,-0.008,0.011,-0.021
Roy Hibbert_201579_Los Angeles Lakers_1610612747,0.024,0.023,0.01,-0.006,-0.012,0.027
Channing Frye_101112_Orlando Magic_1610612753,0.004,0.005,0.005,-0.045,-0.026,0.033
Thabo Sefolosha_200757_Atlanta Hawks_1610612737,-0.051,-0.073,-0.024,-0.013,0.015,-0.078
Festus Ezeli_203105_Golden State Warriors_1610612744,-0.035,-0.061,-0.047,-0.074,-0.066,-0.031
Trevor Booker_202344_Utah Jazz_1610612762,-0.041,-0.025,-0.044,0.02,-0.004,-0.058
Anthony Morrow_201627_Oklahoma City Thunder_1610612760,0.024,0.002,0.067,0.049,0.053,0.028
Tyler Zeller_203092_Boston Celtics_1610612738,-0.001,0.08,-0.025,-0.048,-0.054,-0.015
Shaun Livingston_2733_Golden State Warriors_1610612744,0.011,0.005,0.021,0.067,0.035,0.0
Cameron Payne_1626166__1610612760,0.022,0.047,0.013,0.131,0.061,0.0
Ronnie Price_101179__1610612756,-0.002,0.03,-0.013,0.077,-0.02,0.031
Brandon Bass_101138_Los Angeles Lakers_1610612747,0.026,-0.005,0.021,0.058,0.048,-0.027
Norman Powell_1626181_Toronto Raptors_1610612761,-0.01,0.075,-0.055,-0.009,-0.062,0.026
Larry Nance Jr._1626204_Los Angeles Lakers_1610612747,-0.004,-0.019,0.006,0.02,0.007,-0.031
Rondae Hollis-Jefferson_1626178_Brooklyn Nets_1610612751,0.028,0.075,0.01,-0.028,-0.005,0.039
Tyson Chandler_2199_Phoenix Suns_1610612756,0.025,-0.031,0.034,-0.019,-0.005,0.027
Timofey Mozgov_202389_Cleveland Cavaliers_1610612739,-0.033,-0.085,-0.036,-0.068,-0.054,-0.052
Aron Baynes_203382_Detroit Pistons_1610612765,0.015,0.008,0.004,-0.065,-0.044,0.07
Lavoy Allen_202730_Indiana Pacers_1610612754,-0.006,0.016,-0.013,-0.027,-0.02,0.011
Anthony Tolliver_201229_Detroit Pistons_1610612765,-0.04,-0.083,-0.032,-0.022,-0.026,-0.048
Tim Frazier_204025__1610612740,0.005,-0.053,0.052,0.073,0.072,-0.012
Joakim Noah_201149_Chicago Bulls_1610612741,-0.033,0.025,-0.05,0.026,-0.029,-0.002
Chris McCullough_1626191_Brooklyn Nets_1610612751,0.007,-0.065,0.04,0.039,0.033,-0.041
Sasha Vujacic_2756__1610612752,0.026,0.022,0.019,0.032,0.008,0.023
Beno Udrih_2757__1610612748,0.003,0.012,0.004,-0.066,-0.034,-0.008
JJ Hickson_201581_Washington Wizards_1610612743,-0.073,-0.033,-0.09,-0.117,-0.101,-0.046
Jonathon Simmons_203613_San Antonio Spurs_1610612759,0.076,0.056,0.084,0.17,0.178,0.029
Richaun Holmes_1626158_Philadelphia 76ers_1610612755,0.047,-0.039,0.048,-0.04,0.034,0.002
Troy Daniels_203584__1610612766,-0.067,-0.135,-0.005,0.036,-0.002,-0.101
JaKarr Sampson_203960_Denver Nuggets_1610612755,-0.012,0.078,-0.056,-0.024,-0.029,0.003
Marcelo Huertas_1626273_Los Angeles Lakers_1610612747,0.026,-0.041,0.067,0.17,0.147,0.004
Justin Holiday_203200__1610612741,0.0,-0.02,0.012,-0.034,0.038,-0.043
Tyus Jones_1626145__1610612750,0.059,0.056,0.067,0.172,0.144,0.034
Anthony Brown_1626148__1610612747,0.002,-0.013,0.016,0.089,0.057,-0.028
Jarell Martin_1626185_Memphis Grizzlies_1610612763,0.003,0.048,-0.016,-0.093,-0.047,0.028
Tiago Splitter_201168_Atlanta Hawks_1610612737,-0.006,-0.022,-0.005,-0.038,-0.064,0.056
Dwight Powell_203939_Dallas Mavericks_1610612742,-0.03,-0.092,-0.017,-0.039,-0.011,-0.054
Amar'e Stoudemire_2405_Miami Heat_1610612748,-0.02,0.01,-0.035,-0.056,-0.059,0.041
Kevin Seraphin_202338_New York Knicks_1610612752,-0.023,0.026,-0.047,-0.097,-0.079,0.06
James Johnson_201949_Toronto Raptors_1610612761,-0.028,0.059,-0.06,-0.057,-0.107,0.045
Richard Jefferson_2210_Cleveland Cavaliers_1610612739,-0.006,0.014,-0.006,0.106,0.057,-0.012
Kyle O'Quinn_203124_New York Knicks_1610612752,-0.009,0.037,-0.03,-0.067,-0.039,0.01
CJ Watson_201228__1610612753,0.035,0.035,0.055,0.063,0.008,0.048
Steve Blake_2581__1610612765,0.001,0.032,-0.013,0.027,0.024,0.017
Ryan Kelly_203527_Los Angeles Lakers_1610612747,-0.018,-0.115,0.015,0.029,0.023,-0.087
Thomas Robinson_203080_Brooklyn Nets_1610612751,0.009,0.161,-0.029,-0.063,-0.042,0.061
Ed Davis_202334_Portland Trail Blazers_1610612757,-0.046,-0.04,-0.056,-0.114,-0.084,-0.014
Tyler Ennis_203898__1610612749,0.013,-0.022,0.058,0.123,0.081,-0.02
Andrew Bogut_101106_Golden State Warriors_1610612744,-0.042,-0.017,-0.059,-0.102,-0.075,-0.006
JaVale McGee_201580_Dallas Mavericks_1610612742,0.069,0.265,0.038,-0.023,0.029,-0.003
Andre Roberson_203460_Oklahoma City Thunder_1610612760,-0.032,-0.039,-0.036,0.001,-0.001,-0.06
Nemanja Bjelica_202357_Minnesota Timberwolves_1610612750,0.01,-0.028,0.025,0.021,0.017,-0.015
Kendall Marshall_203088__1610612755,0.072,-0.023,0.131,0.191,0.124,0.062
Miles Plumlee_203101_Milwaukee Bucks_1610612749,-0.016,-0.04,-0.029,-0.055,-0.042,-0.04
Kyle Anderson_203937_San Antonio Spurs_1610612759,-0.012,-0.09,0.024,0.043,0.038,-0.055
Rashad Vaughn_1626173__1610612749,0.064,0.014,0.089,0.141,0.094,0.052
Cole Aldrich_202332_Los Angeles Clippers_1610612746,0.022,-0.08,0.018,-0.016,-0.003,-0.031
John Jenkins_203098__1610612756,-0.003,-0.057,0.011,0.171,0.066,-0.088
Jonas Jerebko_201973_Boston Celtics_1610612738,-0.029,-0.047,-0.032,0.026,-0.046,-0.013
Shabazz Napier_203894__1610612753,0.022,0.002,0.041,0.187,0.166,-0.022
Quincy Acy_203112_Sacramento Kings_1610612758,0.018,0.033,0.016,-0.018,-0.018,0.053
Chase Budinger_201978_Indiana Pacers_1610612756,-0.015,-0.034,-0.01,0.049,-0.002,0.0
Brandon Rush_201575_Golden State Warriors_1610612744,0.018,0.006,0.011,-0.006,0.002,0.026
Joe Ingles_204060__1610612762,-0.012,0.005,-0.01,0.054,0.0,-0.013
Noah Vonleh_203943_Portland Trail Blazers_1610612757,-0.02,-0.009,-0.03,-0.06,-0.05,0.005
Ray McCallum_203492_San Antonio Spurs_1610612763,0.013,0.072,-0.015,-0.064,-0.049,0.037
Josh McRoberts_201177_Miami Heat_1610612748,-0.024,-0.103,-0.001,-0.022,0.007,-0.038
Solomon Hill_203524_Indiana Pacers_1610612754,-0.027,-0.095,0.011,0.042,0.037,-0.073
James Anderson_202341__1610612758,-0.005,0.052,-0.03,0.022,0.014,0.025
Bismack Biyombo_202687_Toronto Raptors_1610612761,-0.026,-0.002,-0.043,-0.101,-0.09,0.036
Alonzo Gee_202087_New Orleans Pelicans_1610612740,-0.003,-0.012,0.011,0.056,0.041,-0.02
Darrun Hilliard_1626199_Detroit Pistons_1610612765,-0.002,0.084,-0.056,-0.047,0.032,0.005
Drew Gooden_2400__1610612764,0.074,0.11,0.053,-0.026,0.055,0.048
Willie Reed_203186_Brooklyn Nets_1610612751,0.07,0.286,0.027,0.019,0.007,0.133
Glenn Robinson_203922_Indiana Pacers_1610612754,0.009,-0.024,0.027,0.083,0.087,-0.032
Kelly Oubre_1626162_Washington Wizards_1610612764,0.066,0.024,0.092,0.123,0.142,0.033
Phil Pressey_203515__1610612755,0.008,0.085,-0.031,0.185,0.089,-0.015
Axel Toupane_1626253_Denver Nuggets_1610612743,-0.008,0.033,-0.029,0.078,0.007,0.019
Kyle Singler_202713_Oklahoma City Thunder_1610612760,0.027,-0.015,0.036,0.019,0.04,0.008
Jeff Withey_203481_Utah Jazz_1610612762,-0.038,-0.036,-0.052,-0.104,-0.076,0.013
Johnny O'Bryant_203948_Milwaukee Bucks_1610612749,-0.01,-0.096,0.04,0.056,0.087,-0.11
Justin Anderson_1626147_Dallas Mavericks_1610612742,0.017,0.055,0.0,-0.072,-0.065,0.095
Kevin Garnett_708_Minnesota Timberwolves_1610612750,-0.053,-0.16,-0.027,0.005,0.017,-0.15
Dewayne Dedmon_203473_Orlando Magic_1610612753,-0.006,0.033,-0.026,-0.029,-0.034,-0.061
Robert Sacre_203135_Los Angeles Lakers_1610612747,0.019,0.139,-0.007,-0.051,-0.023,0.074
Tayshaun Prince_2419_Minnesota Timberwolves_1610612750,-0.007,0.005,-0.009,-0.027,-0.009,0.009
Omer Asik_201600_New Orleans Pelicans_1610612740,0.007,-0.117,0.007,-0.036,-0.001,0.002
Kirk Hinrich_2550__1610612741,0.015,0.018,0.018,0.12,0.086,-0.038
Luc Mbah a Moute_201601_Los Angeles Clippers_1610612746,-0.096,-0.023,-0.12,-0.018,-0.033,-0.091
Chris Johnson_203187_Utah Jazz_1610612762,-0.041,-0.038,-0.038,-0.065,-0.057,-0.025
Tarik Black_204028_Los Angeles Lakers_1610612747,-0.022,-0.034,-0.022,-0.026,-0.031,-0.033
Chris Andersen_2365_Memphis Grizzlies_1610612763,0.04,0.039,0.023,0.02,0.011,0.07
Reggie Bullock_203493__1610612765,0.012,-0.015,0.029,0.08,0.101,-0.078
Andre Miller_1889_Minnesota Timberwolves_1610612750,-0.012,-0.035,0.085,0.167,0.22,-0.025
Kostas Papanikolaou_203123__1610612743,0.008,0.113,-0.042,0.015,-0.059,0.084
Sonny Weems_201603_Phoenix Suns_1610612756,0.062,0.021,0.115,0.27,0.323,-0.018
Pablo Prigioni_203143__1610612746,0.061,0.045,0.071,0.255,0.204,0.012
Cristiano Felicio_1626245_Chicago Bulls_1610612741,-0.093,0.05,-0.131,-0.179,-0.148,-0.024
Salah Mejri_1626257_Dallas Mavericks_1610612742,-0.028,-0.031,-0.038,-0.135,-0.084,-0.01
Jason Thompson_201574_Toronto Raptors_1610612761,0.07,0.1,0.054,0.004,0.003,0.121
Lamar Patterson_203934_Atlanta Hawks_1610612737,0.009,0.071,-0.001,0.078,0.041,0.044
Ryan Hollins_200797_Memphis Grizzlies_1610612763,0.031,0.206,0.0,-0.044,-0.053,0.18
Kendrick Perkins_2570_New Orleans Pelicans_1610612740,0.047,0.187,0.016,0.0,-0.004,0.109
Nick Collison_2555_Oklahoma City Thunder_1610612760,0.0,0.05,-0.02,-0.017,-0.023,-0.011
Sergey Karasev_203508_Brooklyn Nets_1610612751,0.02,-0.067,0.061,0.051,0.036,-0.02
