PLAYER_NAME,DRIVE,CATCH_SHOOT,PULL_UP,PAINT_TOUCH,POST_TOUCH,ELBOW_TOUCH,FG3A
Meyers Leonard_203086_Portland Trail Blazers_1610612757,0.024,0.655,0.107,0.071,0.083,0.06,0.523
Langston Galloway_204038_New York Knicks_1610612752,0.145,0.368,0.158,0.026,0.039,0.026,0.381
PJ Tucker_200782_Phoenix Suns_1610612756,0.125,0.325,0.05,0.088,0.125,0.013,0.354
Danny Green_201980_San Antonio Spurs_1610612759,0.069,0.611,0.111,0.069,0.069,0.014,0.624
Gorgui Dieng_203476_Minnesota Timberwolves_1610612750,0.03,0.188,0.059,0.366,0.366,0.129,0.035
Derrick Williams_202682_New York Knicks_1610612752,0.183,0.204,0.118,0.183,0.194,0.075,0.265
Bobby Portis_1626171_Chicago Bulls_1610612741,0.043,0.286,0.071,0.186,0.2,0.043,0.12
Darrell Arthur_201589_Denver Nuggets_1610612743,0.027,0.547,0.093,0.133,0.173,0.093,0.24
Jon Leuer_202720_Phoenix Suns_1610612756,0.118,0.329,0.071,0.153,0.188,0.106,0.237
Carl Landry_201171_Philadelphia 76ers_1610612755,0.031,0.327,0.031,0.245,0.316,0.051,0.052
Nick Young_201156__1610612747,0.041,0.384,0.397,0.014,0.014,0.027,0.637
Lance Stephenson_202362_Memphis Grizzlies_1610612763,0.373,0.108,0.241,0.06,0.06,0.024,0.165
Taj Gibson_201959_Chicago Bulls_1610612741,0.012,0.151,0.023,0.384,0.442,0.093,0.006
Aaron Brooks_201166__1610612741,0.394,0.211,0.324,0.0,0.0,0.014,0.394
Nene_2403_Washington Wizards_1610612764,0.054,0.13,0.043,0.348,0.413,0.098,0.008
Tyler Johnson_204020_Miami Heat_1610612748,0.31,0.322,0.126,0.08,0.069,0.034,0.289
Matthew Dellavedova_203521_Cleveland Cavaliers_1610612739,0.173,0.44,0.267,0.027,0.027,0.013,0.468
Corey Brewer_201147_Houston Rockets_1610612745,0.181,0.319,0.069,0.042,0.056,0.014,0.405
Ben McLemore_203463_Sacramento Kings_1610612758,0.128,0.397,0.115,0.064,0.077,0.064,0.408
E'Twaun Moore_202734_Chicago Bulls_1610612741,0.24,0.28,0.267,0.067,0.04,0.04,0.267
DeAndre Jordan_201599_Los Angeles Clippers_1610612746,0.008,0.0,0.008,0.512,0.496,0.047,0.002
Jason Smith_201160_Orlando Magic_1610612753,0.07,0.648,0.056,0.07,0.085,0.141,0.029
Frank Kaminsky_1626163_Charlotte Hornets_1610612766,0.16,0.347,0.053,0.147,0.187,0.013,0.385
Lance Thomas_202498_New York Knicks_1610612752,0.146,0.317,0.146,0.134,0.159,0.061,0.285
Wesley Johnson_202325_Los Angeles Clippers_1610612746,0.014,0.609,0.116,0.072,0.087,0.029,0.6
Joffrey Lauvergne_203530_Denver Nuggets_1610612743,0.038,0.228,0.013,0.367,0.354,0.101,0.14
Shane Larkin_203499_Brooklyn Nets_1610612751,0.342,0.11,0.315,0.027,0.014,0.041,0.216
Josh Smith_2746_Houston Rockets_1610612745,0.133,0.35,0.067,0.133,0.15,0.05,0.41
Marreese Speights_201578_Golden State Warriors_1610612744,0.056,0.423,0.07,0.127,0.155,0.127,0.136
JaMychal Green_203210_Memphis Grizzlies_1610612763,0.027,0.23,0.027,0.257,0.284,0.054,0.091
Garrett Temple_202066_Washington Wizards_1610612764,0.11,0.438,0.11,0.027,0.027,0.014,0.509
Brandon Jennings_201943__1610612765,0.188,0.261,0.391,0.0,0.0,0.0,0.512
Ian Mahinmi_101133_Indiana Pacers_1610612754,0.032,0.043,0.0,0.419,0.462,0.118,0.0
Mason Plumlee_203486_Portland Trail Blazers_1610612757,0.066,0.011,0.033,0.308,0.308,0.132,0.006
Jose Calderon_101181_New York Knicks_1610612752,0.079,0.408,0.382,0.013,0.026,0.013,0.447
Patrick Patterson_202335_Toronto Raptors_1610612761,0.176,0.574,0.103,0.029,0.044,0.0,0.594
Zaza Pachulia_2585_Dallas Mavericks_1610612742,0.035,0.105,0.012,0.395,0.43,0.116,0.006
PJ Hairston_203798__1610612766,0.21,0.5,0.081,0.016,0.016,0.016,0.592
David Lee_101135_Boston Celtics_1610612742,0.063,0.025,0.025,0.354,0.405,0.063,0.003
Luke Babbitt_202337__1610612740,0.329,0.414,0.086,0.014,0.014,0.043,0.37
Mike Dunleavy_2399_Chicago Bulls_1610612741,0.083,0.486,0.097,0.125,0.181,0.014,0.529
Andrea Bargnani_200745_Brooklyn Nets_1610612751,0.076,0.5,0.152,0.106,0.091,0.242,0.054
Jared Dudley_201162_Washington Wizards_1610612764,0.051,0.633,0.089,0.076,0.089,0.063,0.489
Greivis Vasquez_202349__1610612749,0.281,0.298,0.298,0.018,0.018,0.07,0.529
Cody Zeller_203469_Charlotte Hornets_1610612766,0.069,0.069,0.011,0.368,0.356,0.149,0.023
Justise Winslow_1626159_Miami Heat_1610612748,0.141,0.25,0.063,0.203,0.219,0.047,0.248
Randy Foye_200751__1610612743,0.254,0.339,0.254,0.0,0.0,0.0,0.52
Paul Pierce_1718__1610612746,0.115,0.525,0.23,0.016,0.016,0.016,0.61
Devin Harris_2734_Dallas Mavericks_1610612742,0.197,0.316,0.105,0.066,0.079,0.039,0.425
Rudy Gobert_203497_Utah Jazz_1610612762,0.022,0.022,0.0,0.44,0.462,0.044,0.0
David West_2561_San Antonio Spurs_1610612759,0.028,0.366,0.042,0.254,0.31,0.155,0.016
TJ McConnell_204456_Philadelphia 76ers_1610612755,0.377,0.131,0.41,0.016,0.033,0.0,0.192
Donald Sloan_202388_Brooklyn Nets_1610612751,0.314,0.229,0.157,0.057,0.043,0.029,0.284
Vince Carter_1713_Memphis Grizzlies_1610612763,0.121,0.439,0.106,0.061,0.076,0.03,0.493
Kosta Koufos_201585_Sacramento Kings_1610612758,0.015,0.044,0.015,0.471,0.529,0.029,0.0
D.J. Augustin_201571__1610612760,0.293,0.24,0.293,0.013,0.013,0.027,0.483
Andre Iguodala_2738_Golden State Warriors_1610612744,0.086,0.329,0.143,0.114,0.114,0.014,0.421
Iman Shumpert_202697__1610612739,0.172,0.397,0.19,0.0,0.0,0.034,0.482
Andrew Nicholson_203094_Orlando Magic_1610612753,0.129,0.314,0.057,0.129,0.2,0.0,0.362
Kris Humphries_2743_Washington Wizards_1610612764,0.046,0.446,0.046,0.123,0.123,0.062,0.367
Donatas Motiejunas_202700_Houston Rockets_1610612745,0.065,0.258,0.032,0.242,0.339,0.065,0.279
Leandro Barbosa_2571_Golden State Warriors_1610612744,0.203,0.297,0.109,0.031,0.047,0.109,0.3
Trey Lyles_1626168_Utah Jazz_1610612762,0.164,0.41,0.148,0.082,0.098,0.049,0.292
Amir Johnson_101161_Boston Celtics_1610612738,0.055,0.055,0.027,0.411,0.438,0.027,0.102
Alexis Ajinca_201582_New Orleans Pelicans_1610612740,0.05,0.3,0.05,0.3,0.317,0.217,0.003
Spencer Hawes_201150_Charlotte Hornets_1610612766,0.067,0.367,0.067,0.233,0.3,0.033,0.334
Ty Lawson_201951__1610612745,0.263,0.211,0.281,0.035,0.035,0.0,0.303
Mario Hezonja_1626209_Orlando Magic_1610612753,0.115,0.393,0.197,0.033,0.033,0.049,0.459
Tony Snell_203503_Chicago Bulls_1610612741,0.17,0.453,0.189,0.057,0.038,0.019,0.457
Charlie Villanueva_101111_Dallas Mavericks_1610612742,0.176,0.412,0.118,0.059,0.078,0.059,0.527
Steven Adams_203500_Oklahoma City Thunder_1610612760,0.0,0.025,0.0,0.588,0.575,0.05,0.0
Maurice Harkless_203090_Portland Trail Blazers_1610612757,0.187,0.234,0.031,0.156,0.172,0.031,0.342
Josh Richardson_1626196_Miami Heat_1610612748,0.212,0.455,0.152,0.03,0.03,0.0,0.423
Willie Cauley-Stein_1626161_Sacramento Kings_1610612758,0.029,0.057,0.014,0.443,0.471,0.043,0.006
Dante Cunningham_201967_New Orleans Pelicans_1610612740,0.098,0.443,0.049,0.098,0.131,0.016,0.425
Tim Hardaway Jr._203501__1610612737,0.141,0.422,0.141,0.031,0.031,0.016,0.534
Jason Terry_1891__1610612745,0.153,0.627,0.136,0.0,0.0,0.017,0.697
Markel Brown_203900_Brooklyn Nets_1610612751,0.153,0.271,0.203,0.068,0.068,0.034,0.375
Raul Neto_203526_Utah Jazz_1610612762,0.288,0.322,0.237,0.017,0.017,0.017,0.388
Clint Capela_203991_Houston Rockets_1610612745,0.014,0.0,0.0,0.471,0.486,0.057,0.003
Jerian Grant_1626170_New York Knicks_1610612752,0.429,0.125,0.196,0.036,0.018,0.036,0.256
Seth Curry_203552__1610612758,0.162,0.426,0.235,0.029,0.015,0.029,0.5
John Henson_203089_Milwaukee Bucks_1610612749,0.014,0.014,0.014,0.557,0.557,0.086,0.003
Tristan Thompson_202684_Cleveland Cavaliers_1610612739,0.026,0.013,0.013,0.474,0.5,0.064,0.0
Mike Scott_203118_Atlanta Hawks_1610612737,0.048,0.452,0.032,0.177,0.21,0.048,0.421
Metta World Peace_1897__1610612747,0.24,0.42,0.16,0.04,0.04,0.02,0.475
Boris Diaw_2564_San Antonio Spurs_1610612759,0.172,0.187,0.063,0.187,0.297,0.031,0.18
Roy Hibbert_201579_Los Angeles Lakers_1610612747,0.017,0.237,0.051,0.305,0.339,0.085,0.005
Channing Frye_101112_Orlando Magic_1610612753,0.033,0.705,0.033,0.082,0.098,0.016,0.686
Thabo Sefolosha_200757_Atlanta Hawks_1610612737,0.125,0.297,0.078,0.187,0.187,0.047,0.333
Festus Ezeli_203105_Golden State Warriors_1610612744,0.014,0.014,0.014,0.6,0.671,0.029,0.0
Trevor Booker_202344_Utah Jazz_1610612762,0.068,0.102,0.017,0.186,0.22,0.102,0.106
Anthony Morrow_201627_Oklahoma City Thunder_1610612760,0.071,0.571,0.214,0.0,0.018,0.018,0.616
Tyler Zeller_203092_Boston Celtics_1610612738,0.049,0.164,0.0,0.361,0.361,0.098,0.0
Shaun Livingston_2733_Golden State Warriors_1610612744,0.159,0.048,0.381,0.175,0.206,0.048,0.032
Cameron Payne_1626166__1610612760,0.22,0.24,0.42,0.02,0.0,0.0,0.401
Ronnie Price_101179__1610612756,0.094,0.472,0.245,0.0,0.0,0.0,0.648
Brandon Bass_101138_Los Angeles Lakers_1610612747,0.042,0.097,0.028,0.375,0.389,0.083,0.006
Norman Powell_1626181_Toronto Raptors_1610612761,0.228,0.368,0.175,0.035,0.035,0.0,0.384
Larry Nance Jr._1626204_Los Angeles Lakers_1610612747,0.073,0.2,0.036,0.236,0.291,0.109,0.033
Rondae Hollis-Jefferson_1626178_Brooklyn Nets_1610612751,0.19,0.224,0.103,0.086,0.086,0.069,0.101
Tyson Chandler_2199_Phoenix Suns_1610612756,0.0,0.014,0.0,0.528,0.528,0.042,0.003
Timofey Mozgov_202389_Cleveland Cavaliers_1610612739,0.016,0.111,0.016,0.571,0.619,0.048,0.02
Aron Baynes_203382_Detroit Pistons_1610612765,0.0,0.143,0.016,0.508,0.54,0.079,0.005
Lavoy Allen_202730_Indiana Pacers_1610612754,0.019,0.204,0.019,0.315,0.352,0.056,0.0
Anthony Tolliver_201229_Detroit Pistons_1610612765,0.038,0.792,0.0,0.057,0.057,0.019,0.822
Tim Frazier_204025__1610612740,0.275,0.078,0.353,0.039,0.039,0.0,0.21
Joakim Noah_201149_Chicago Bulls_1610612741,0.093,0.047,0.0,0.326,0.256,0.093,0.008
Chris McCullough_1626191_Brooklyn Nets_1610612751,0.064,0.383,0.128,0.106,0.128,0.085,0.321
Sasha Vujacic_2756__1610612752,0.061,0.612,0.163,0.0,0.02,0.0,0.518
Beno Udrih_2757__1610612748,0.191,0.234,0.426,0.021,0.043,0.0,0.222
JJ Hickson_201581_Washington Wizards_1610612743,0.051,0.068,0.051,0.339,0.339,0.119,0.006
Jonathon Simmons_203613_San Antonio Spurs_1610612759,0.35,0.167,0.083,0.1,0.083,0.05,0.195
Richaun Holmes_1626158_Philadelphia 76ers_1610612755,0.036,0.107,0.0,0.321,0.393,0.143,0.198
Troy Daniels_203584__1610612766,0.036,0.786,0.125,0.0,0.018,0.089,0.652
JaKarr Sampson_203960_Denver Nuggets_1610612755,0.353,0.118,0.059,0.118,0.157,0.059,0.199
Marcelo Huertas_1626273_Los Angeles Lakers_1610612747,0.289,0.111,0.4,0.067,0.089,0.022,0.265
Justin Holiday_203200__1610612741,0.089,0.444,0.156,0.067,0.089,0.022,0.458
Tyus Jones_1626145__1610612750,0.286,0.143,0.333,0.024,0.024,0.024,0.335
Anthony Brown_1626148__1610612747,0.125,0.55,0.175,0.025,0.025,0.0,0.56
Jarell Martin_1626185_Memphis Grizzlies_1610612763,0.053,0.123,0.035,0.263,0.281,0.053,0.017
Tiago Splitter_201168_Atlanta Hawks_1610612737,0.0,0.018,0.018,0.571,0.643,0.036,0.013
Dwight Powell_203939_Dallas Mavericks_1610612742,0.034,0.172,0.017,0.448,0.448,0.069,0.054
Amar'e Stoudemire_2405_Miami Heat_1610612748,0.0,0.103,0.017,0.431,0.5,0.086,0.0
Kevin Seraphin_202338_New York Knicks_1610612752,0.026,0.231,0.103,0.308,0.333,0.154,0.01
James Johnson_201949_Toronto Raptors_1610612761,0.353,0.196,0.039,0.078,0.078,0.02,0.277
Richard Jefferson_2210_Cleveland Cavaliers_1610612739,0.182,0.418,0.127,0.073,0.073,0.036,0.555
Kyle O'Quinn_203124_New York Knicks_1610612752,0.021,0.271,0.083,0.271,0.292,0.146,0.081
CJ Watson_201228__1610612753,0.256,0.302,0.186,0.023,0.023,0.0,0.35
Steve Blake_2581__1610612765,0.159,0.409,0.364,0.0,0.023,0.0,0.629
Ryan Kelly_203527_Los Angeles Lakers_1610612747,0.119,0.262,0.143,0.095,0.119,0.048,0.248
Thomas Robinson_203080_Brooklyn Nets_1610612751,0.07,0.023,0.023,0.302,0.279,0.07,0.003
Ed Davis_202334_Portland Trail Blazers_1610612757,0.031,0.0,0.0,0.385,0.354,0.092,0.0
Tyler Ennis_203898__1610612749,0.333,0.178,0.244,0.0,0.022,0.0,0.209
Andrew Bogut_101106_Golden State Warriors_1610612744,0.019,0.019,0.019,0.537,0.574,0.037,0.004
JaVale McGee_201580_Dallas Mavericks_1610612742,0.039,0.059,0.039,0.51,0.529,0.02,0.007
Andre Roberson_203460_Oklahoma City Thunder_1610612760,0.042,0.271,0.0,0.229,0.25,0.021,0.377
Nemanja Bjelica_202357_Minnesota Timberwolves_1610612750,0.118,0.392,0.098,0.176,0.176,0.02,0.535
Kendall Marshall_203088__1610612755,0.27,0.432,0.162,0.027,0.027,0.0,0.41
Miles Plumlee_203101_Milwaukee Bucks_1610612749,0.02,0.02,0.02,0.608,0.627,0.039,0.0
Kyle Anderson_203937_San Antonio Spurs_1610612759,0.222,0.133,0.311,0.044,0.067,0.022,0.122
Rashad Vaughn_1626173__1610612749,0.097,0.613,0.161,0.032,0.032,0.032,0.549
Cole Aldrich_202332_Los Angeles Clippers_1610612746,0.036,0.0,0.0,0.6,0.527,0.109,0.0
John Jenkins_203098__1610612756,0.146,0.268,0.317,0.073,0.049,0.098,0.319
Jonas Jerebko_201973_Boston Celtics_1610612738,0.114,0.409,0.023,0.182,0.182,0.023,0.379
Shabazz Napier_203894__1610612753,0.135,0.324,0.351,0.0,0.0,0.0,0.517
Quincy Acy_203112_Sacramento Kings_1610612758,0.038,0.264,0.019,0.226,0.302,0.038,0.233
Chase Budinger_201978_Indiana Pacers_1610612756,0.195,0.268,0.049,0.122,0.146,0.024,0.36
Brandon Rush_201575_Golden State Warriors_1610612744,0.071,0.595,0.143,0.048,0.048,0.0,0.604
Joe Ingles_204060__1610612762,0.095,0.619,0.19,0.0,0.0,0.024,0.722
Noah Vonleh_203943_Portland Trail Blazers_1610612757,0.111,0.25,0.028,0.111,0.194,0.028,0.168
Ray McCallum_203492_San Antonio Spurs_1610612763,0.152,0.364,0.242,0.091,0.061,0.03,0.283
Josh McRoberts_201177_Miami Heat_1610612748,0.194,0.361,0.028,0.111,0.111,0.139,0.331
Solomon Hill_203524_Indiana Pacers_1610612754,0.143,0.31,0.071,0.143,0.167,0.048,0.353
James Anderson_202341__1610612758,0.257,0.343,0.114,0.057,0.086,0.0,0.48
Bismack Biyombo_202687_Toronto Raptors_1610612761,0.0,0.055,0.018,0.491,0.545,0.036,0.004
Alonzo Gee_202087_New Orleans Pelicans_1610612740,0.244,0.178,0.022,0.156,0.178,0.0,0.236
Darrun Hilliard_1626199_Detroit Pistons_1610612765,0.2,0.35,0.175,0.05,0.075,0.025,0.382
Drew Gooden_2400__1610612764,0.074,0.407,0.074,0.111,0.148,0.037,0.398
Willie Reed_203186_Brooklyn Nets_1610612751,0.0,0.064,0.021,0.404,0.426,0.085,0.0
Glenn Robinson_203922_Indiana Pacers_1610612754,0.105,0.289,0.105,0.184,0.211,0.079,0.245
Kelly Oubre_1626162_Washington Wizards_1610612764,0.243,0.297,0.0,0.162,0.189,0.027,0.374
Phil Pressey_203515__1610612755,0.515,0.091,0.182,0.0,0.0,0.0,0.221
Axel Toupane_1626253_Denver Nuggets_1610612743,0.0,0.583,0.028,0.111,0.167,0.0,0.571
Kyle Singler_202713_Oklahoma City Thunder_1610612760,0.088,0.471,0.059,0.088,0.088,0.029,0.439
Jeff Withey_203481_Utah Jazz_1610612762,0.023,0.093,0.0,0.419,0.488,0.07,0.012
Johnny O'Bryant_203948_Milwaukee Bucks_1610612749,0.033,0.267,0.1,0.2,0.233,0.067,0.005
Justin Anderson_1626147_Dallas Mavericks_1610612742,0.263,0.237,0.158,0.053,0.053,0.026,0.471
Kevin Garnett_708_Minnesota Timberwolves_1610612750,0.0,0.437,0.156,0.219,0.25,0.063,0.009
Dewayne Dedmon_203473_Orlando Magic_1610612753,0.0,0.068,0.023,0.523,0.523,0.091,0.0
Robert Sacre_203135_Los Angeles Lakers_1610612747,0.0,0.229,0.057,0.229,0.257,0.057,0.0
Tayshaun Prince_2419_Minnesota Timberwolves_1610612750,0.069,0.483,0.138,0.103,0.172,0.034,0.098
Omer Asik_201600_New Orleans Pelicans_1610612740,0.025,0.0,0.0,0.6,0.625,0.05,0.0
Kirk Hinrich_2550__1610612741,0.167,0.3,0.367,0.0,0.0,0.0,0.481
Luc Mbah a Moute_201601_Los Angeles Clippers_1610612746,0.097,0.226,0.032,0.258,0.29,0.032,0.193
Chris Johnson_203187_Utah Jazz_1610612762,0.138,0.379,0.138,0.069,0.103,0.0,0.508
Tarik Black_204028_Los Angeles Lakers_1610612747,0.029,0.029,0.0,0.471,0.529,0.059,0.0
Chris Andersen_2365_Memphis Grizzlies_1610612763,0.026,0.128,0.051,0.205,0.231,0.154,0.194
Reggie Bullock_203493__1610612765,0.061,0.545,0.121,0.061,0.091,0.03,0.541
Andre Miller_1889_Minnesota Timberwolves_1610612750,0.378,0.027,0.243,0.135,0.189,0.027,0.082
Kostas Papanikolaou_203123__1610612743,0.077,0.5,0.077,0.115,0.115,0.0,0.485
Sonny Weems_201603_Phoenix Suns_1610612756,0.12,0.48,0.16,0.04,0.08,0.0,0.376
Pablo Prigioni_203143__1610612746,0.16,0.32,0.36,0.0,0.0,0.0,0.646
Cristiano Felicio_1626245_Chicago Bulls_1610612741,0.029,0.176,0.0,0.412,0.382,0.176,0.056
Salah Mejri_1626257_Dallas Mavericks_1610612742,0.081,0.0,0.0,0.541,0.514,0.108,0.013
Jason Thompson_201574_Toronto Raptors_1610612761,0.065,0.161,0.032,0.194,0.226,0.065,0.142
Lamar Patterson_203934_Atlanta Hawks_1610612737,0.167,0.375,0.083,0.125,0.125,0.0,0.608
Ryan Hollins_200797_Memphis Grizzlies_1610612763,0.029,0.059,0.029,0.529,0.5,0.059,0.0
Kendrick Perkins_2570_New Orleans Pelicans_1610612740,0.0,0.04,0.04,0.56,0.56,0.16,0.0
Nick Collison_2555_Oklahoma City Thunder_1610612760,0.095,0.143,0.048,0.238,0.238,0.143,0.018
Sergey Karasev_203508_Brooklyn Nets_1610612751,0.042,0.333,0.167,0.083,0.083,0.042,0.493
